Feature,Original P-value,Corrected P-value,Significant
3-(3-Hydroxyphenyl)propionic acid,0.5067599067599068,1.0,No
3-(4-HYDROXY-3-METHOXY-PHENYL)-PROPIONIC ACID,0.5258741258741259,1.0,No
"3,5-Dihydroxybenzoic acid",0.3504273504273504,1.0,No
3-Hydroxy-2-methyl-4-pyrone,0.34825174825174826,1.0,No
3-HYDROXYBENZALDEHYDE,0.7717171717171717,1.0,No
3-HYDROXYBENZOATE,0.154001554001554,1.0,No
3-Hydroxybutyric acid,0.4262626262626263,1.0,No
3-METHOXYTYROSINE,0.1912975912975913,1.0,No
3-Methyl-2-oxobutyrate,0.1121989121989122,1.0,No
3-NITRO-L-TYROSINE,0.24864024864024864,1.0,No
3-Phenyllactic acid,0.3763791763791764,1.0,No
4-ACETAMIDOBUTANOATE,0.6083916083916084,1.0,No
4-HYDROXYBENZALDEHYDE,0.0993006993006993,1.0,No
4-Hydroxycyclohexanecarboxylic acid,0.7095571095571096,1.0,No
4-PYRIDOXATE,0.30427350427350425,1.0,No
"5,7-dihydroxy-3-(4-hydroxy-phenyl)-chromen-4-one",0.3442113442113442,1.0,No
5-HYDROXYLYSINE,0.131002331002331,1.0,No
5-Keto-D-gluconic acid,0.05485625485625486,1.0,No
5-Methylcytidine,0.42035742035742035,1.0,No
5-Methyluridine,0.16052836052836053,1.0,No
6-Oxo-2-piperidinecarboxylic acid,0.07412587412587412,1.0,No
ACETOACETATE,0.22626262626262628,1.0,No
Acetylpyrazine,0.7125097125097125,1.0,No
Alanine,0.08422688422688422,1.0,No
ALLOTHREONINE,0.7832167832167832,1.0,No
ALPHA-HYDROXYISOBUTYRATE,0.3230769230769231,1.0,No
alpha-Santonin,0.5442113442113442,1.0,No
AMINOISOBUTANOATE,0.252991452991453,1.0,No
Anserine,0.22999222999222999,1.0,No
Arabinose,0.9558663558663558,1.0,No
Arabitol,0.10132090132090132,1.0,No
Arginine,0.3815073815073815,1.0,No
Argininosuccinic acid,0.31763791763791765,1.0,No
ASPARAGINE,0.05625485625485625,1.0,No
BETA-ALANINE,0.7861693861693861,1.0,No
Beta-hydroxyisobutyrate,0.37156177156177156,1.0,No
CARNOSINE,0.09246309246309246,1.0,No
CIS-4-HYDROXY-D-PROLINE,0.6952602952602953,1.0,No
cis-Aconitic acid,0.051903651903651905,1.0,No
Citraconic acid,0.07490287490287491,1.0,No
CITRATE,0.06340326340326341,1.0,No
CITRULLINE,0.06511266511266511,1.0,No
CREATININE,0.17358197358197358,1.0,No
Cystine,0.23682983682983683,1.0,No
CYTIDINE,0.9939393939393939,1.0,No
CYTOSINE,0.9561771561771562,1.0,No
D-Chiro-Inositol,0.7608391608391608,1.0,No
Dehydroacetic acid,0.18616938616938616,1.0,No
DEOXYURIDINE,0.6352758352758353,1.0,No
D-Erythrose,0.6915306915306916,1.0,No
Diethyl malonate,0.14623154623154624,1.0,No
Dihydroxyacetone,0.8478632478632478,1.0,No
D-Sedoheptulose,0.10536130536130536,1.0,No
ERYTHRITOL,0.06993006993006994,1.0,No
Ethylsulfuric acid,0.30225330225330227,1.0,No
Ferulic acid,0.42843822843822843,1.0,No
GALACTARATE,0.6386946386946387,1.0,No
Galactonate,0.5264957264957265,1.0,No
GALACTURONATE,0.8616938616938616,1.0,No
Glucose,0.10893550893550893,1.0,No
GLUCOSE 6-PHOSPHATE,0.521989121989122,1.0,No
GLUCURONATE,0.5297591297591298,1.0,No
GLUTAMINE,0.09867909867909867,1.0,No
GLUTARATE,0.18166278166278166,1.0,No
Gly-Gly,0.5101787101787102,1.0,No
GUANOSINE,0.05516705516705517,1.0,No
Gulonic acid gamma-lactone,0.046620046620046623,1.0,No
HIPPURATE,0.1163947163947164,1.0,No
HISTIDINE,0.06045066045066045,1.0,No
Homoarginine,0.650971250971251,1.0,No
Homocitrulline,0.06682206682206682,1.0,No
HOMOCYSTINE,0.3083139083139083,1.0,No
HYDROXYPHENYLLACTATE,0.6615384615384615,1.0,No
Indole-3-lactic acid,0.2975912975912976,1.0,No
INDOXYL SULFATE,0.13333333333333333,1.0,No
INOSINE,0.37000777000777,1.0,No
Isomaltose,0.17451437451437452,1.0,No
Isovaleraldehyde,0.38632478632478634,1.0,No
ITACONATE,0.12525252525252525,1.0,No
KETOLEUCINE,0.6436674436674437,1.0,No
KYNURENATE,0.8598290598290599,1.0,No
Levulinic acid,0.18492618492618493,1.0,No
Lysine,0.22346542346542347,1.0,No
MALEATE,0.24755244755244754,1.0,No
Malic acid,0.11484071484071484,1.0,No
Malonic acid,0.8256410256410256,1.0,No
Mannitol,0.26946386946386947,1.0,No
Mannose,0.1808857808857809,1.0,No
METHYL GALACTOSIDE,0.5050505050505051,1.0,No
METHYLMALONATE,0.5286713286713287,1.0,No
mono-Methyl glutarate,0.2828282828282828,1.0,No
N-(2-Methylbutyryl)glycine,0.4348096348096348,1.0,No
N-ACETYLALANINE,0.2744366744366744,1.0,No
N-ACETYLASPARAGINE,0.08562548562548562,1.0,No
N-Acetyl-Asp-Glu,0.9614607614607614,1.0,No
N-Acetyl-beta-D-mannosamine,0.2623154623154623,1.0,No
N-ACETYLGLUTAMATE,0.27163947163947166,1.0,No
N-ACETYLGLYCINE,0.654079254079254,1.0,No
N-Acetyl-L-aspartic acid,0.5765345765345765,1.0,No
N-ACETYLLEUCINE,0.5494949494949495,1.0,No
N-Acetyl-L-glutamine,0.3390831390831391,1.0,No
N-Acetyl-L-methionine,0.07226107226107226,1.0,No
N-Acetyl-L-tryptophan,0.47987567987567986,1.0,No
N-Acetyl-L-tyrosine,0.055944055944055944,1.0,No
N-ACETYLNEURAMINATE,0.9975135975135975,1.0,No
N-ACETYLPHENYLALANINE,0.0473970473970474,1.0,No
Nalpha-Acetyl-L-ornithine,0.09572649572649573,1.0,No
N-ALPHA-ACETYLLYSINE,0.19502719502719504,1.0,No
Nepsilon-Acetyl-L-lysine,0.3278943278943279,1.0,No
Nepsilon-Trimethyllysine,0.15804195804195803,1.0,No
N-FORMYL-L-METHIONINE,0.14871794871794872,1.0,No
NORLEUCINE,0.041336441336441335,1.0,No
O-ACETYLSERINE,0.18865578865578866,1.0,No
ORNITHINE,0.37498057498057497,1.0,No
OROTATE,0.29448329448329447,1.0,No
OXALATE,0.16643356643356644,1.0,No
PANTOTHENATE,0.33644133644133645,1.0,No
p-Coumaric acid,0.0735042735042735,1.0,No
PHENYLALANINE,0.048484848484848485,1.0,No
Phosphoric acid,0.6607614607614608,1.0,No
Pro-Gly,0.1978243978243978,1.0,No
PROLINE,0.09463869463869463,1.0,No
Propyl 4-hydroxybenzoate,0.7432789432789433,1.0,No
PYROCATECHOL,0.22859362859362858,1.0,No
Pyruvic acid,0.8677544677544677,1.0,No
QUINOLINATE,0.5832167832167832,1.0,No
RAFFINOSE,0.2041958041958042,1.0,No
Ribose,0.47878787878787876,1.0,No
SACCHARATE,0.2560994560994561,1.0,No
SALICYLATE,0.2766122766122766,1.0,No
SEROTONIN,0.07707847707847708,1.0,No
Sinapic acid,0.3975135975135975,1.0,No
STACHYOSE,0.7613053613053613,1.0,No
Suberic acid,0.5474747474747474,1.0,No
SUCCINATE,0.04755244755244755,1.0,No
Sucrose,0.22548562548562548,1.0,No
Tartrate,0.7858585858585858,1.0,No
Thiolactic acid,0.14809634809634808,1.0,No
Threonic acid,0.602952602952603,1.0,No
THYMIDINE,0.6935508935508935,1.0,No
trans-3-Hydroxycinnamic acid,0.5459207459207459,1.0,No
Trans-3-Indoleacrylic acid,0.2578088578088578,1.0,No
TRANS-4-HYDROXY-L-PROLINE,0.05501165501165501,1.0,No
Tricarballylic acid,0.993006993006993,1.0,No
TRYPTOPHAN,0.11484071484071484,1.0,No
URACIL,0.8346542346542346,1.0,No
Ureidosuccinic acid,0.17746697746697745,1.0,No
URIDINE,0.9996891996891997,1.0,No
XANTHINE,0.05827505827505827,1.0,No
XANTHOSINE,0.124009324009324,1.0,No
Xylitol,0.22952602952602952,1.0,No
