Feature,Original P-value,Corrected P-value,Significant
D-Sedoheptulose,0.8454935622317596,0.9785407725321889,No
N-ACETYLALANINE,0.8755364806866953,0.9785407725321889,No
CREATINE,0.9871244635193133,0.9785407725321889,No
N-ACETYLNEURAMINATE,0.9914163090128756,0.9785407725321889,No
Leucine,1.0,0.9785407725321889,No
5-Methylcytidine,1.0343347639484979,0.9785407725321889,No
XANTHINE,1.0643776824034334,0.9785407725321889,No
PANTOTHENATE,1.1416309012875536,0.9785407725321889,No
3-Phenyllactic acid,1.184549356223176,0.9785407725321889,No
p-Coumaric acid,1.2231759656652361,0.9785407725321889,No
Indole-3-lactic acid,1.261802575107296,0.9785407725321889,No
CITRATE,1.2832618025751072,0.9785407725321889,No
GLUTAMATE,1.3390557939914163,0.9785407725321889,No
URIDINE,1.390557939914163,0.9785407725321889,No
D-Chiro-Inositol,1.4206008583690988,0.9785407725321889,No
DIACETYL,1.4377682403433476,0.9785407725321889,No
N-Acetyl-L-proline,1.44206008583691,0.9785407725321889,No
HYDROXYPHENYLLACTATE,1.7339055793991416,0.9785407725321889,No
N-Acetyl-beta-D-mannosamine,1.7854077253218885,0.9785407725321889,No
Phosphoric acid,1.815450643776824,0.9785407725321889,No
Alpha-Hydroxyglutaric acid,1.8454935622317596,0.9785407725321889,No
Citraconic acid,1.854077253218884,0.9785407725321889,No
Gamma-L-Glutamyl-L-alanine,1.9227467811158798,0.9785407725321889,No
HYPOXANTHINE,1.9270386266094421,0.9785407725321889,No
D-MANNOSAMINE,2.0300429184549356,0.9785407725321889,No
Argininosuccinic acid,2.0858369098712446,0.9785407725321889,No
Lysine,2.111587982832618,0.9785407725321889,No
Pseudouridine,2.3304721030042916,0.9785407725321889,No
QUINOLINATE,2.3733905579399144,0.9785407725321889,No
2-Ethyl-2-hydroxybutyric acid,2.4506437768240343,0.9785407725321889,No
OROTATE,2.5021459227467813,0.9785407725321889,No
2-Hydroxy-3-methylbutyric acid,2.5278969957081543,0.9785407725321889,No
4-ACETAMIDOBUTANOATE,2.5665236051502145,0.9785407725321889,No
N-(2-Methylbutyryl)glycine,2.6008583690987126,0.9785407725321889,No
CIS-4-HYDROXY-D-PROLINE,2.6952789699570814,0.9785407725321889,No
SERINE,2.699570815450644,0.9785407725321889,No
N-FORMYL-L-METHIONINE,2.7939914163090127,0.9785407725321889,No
3-Hydroxybutyric acid,2.871244635193133,0.9785407725321889,No
HISTIDINE,2.8798283261802573,0.9785407725321889,No
ADENOSINE,2.9184549356223175,0.9785407725321889,No
Nalpha-Acetyl-L-ornithine,3.1502145922746783,0.9785407725321889,No
BETAINE,3.2145922746781115,0.9785407725321889,No
METHYLMALONATE,3.227467811158798,0.9785407725321889,No
Nepsilon-Acetyl-L-lysine,3.6695278969957084,0.9785407725321889,No
ERYTHRITOL,3.763948497854077,0.9785407725321889,No
5-Methyluridine,3.9871244635193133,0.9785407725321889,No
INDOLE-3-ACETATE,4.167381974248927,0.9785407725321889,No
Homocitrulline,4.257510729613734,0.9785407725321889,No
"2,3-Dihydroxyisovalerate",4.334763948497854,0.9785407725321889,No
PROLINE,4.339055793991417,0.9785407725321889,No
INOSINE,4.424892703862661,0.9785407725321889,No
ITACONATE,4.459227467811159,0.9785407725321889,No
2-HYDROXYBUTYRATE,4.656652360515022,0.9785407725321889,No
2-Isopropylmalic acid,5.068669527896995,0.9785407725321889,No
GLYCINE,5.124463519313305,0.9785407725321889,No
Isovaleraldehyde,5.44206008583691,0.9785407725321889,No
AMINOISOBUTANOATE,5.71244635193133,0.9785407725321889,No
Ribose,5.716738197424893,0.9785407725321889,No
4-Hydroxyphenylacetic acid,5.721030042918455,0.9785407725321889,No
3-(4-HYDROXY-3-METHOXY-PHENYL)-PROPIONIC ACID,5.75107296137339,0.9785407725321889,No
N-Acetyl-Asp-Glu,5.76824034334764,0.9785407725321889,No
MALEATE,5.828326180257511,0.9785407725321889,No
"2,3-DIHYDROXYBENZOATE",5.866952789699571,0.9785407725321889,No
Arginine,6.115879828326181,0.9785407725321889,No
NORLEUCINE,6.180257510729613,0.9785407725321889,No
N-ACETYLLEUCINE,6.1931330472103,0.9785407725321889,No
OXALATE,6.390557939914163,0.9785407725321889,No
Arabitol,6.489270386266094,0.9785407725321889,No
alpha-Santonin,6.515021459227468,0.9785407725321889,No
"2,4-Dihydroxybutyric acid",6.575107296137339,0.9785407725321889,No
"5,7-dihydroxy-3-(4-hydroxy-phenyl)-chromen-4-one",6.776824034334764,0.9785407725321889,No
2-Deoxy-D-ribose,6.909871244635193,0.9785407725321889,No
HEXANOATE,6.9742489270386265,0.9785407725321889,No
Saccharopine,6.991416309012876,0.9785407725321889,No
N-ACETYLGLYCINE,7.034334763948498,0.9785407725321889,No
Isomaltose,7.253218884120171,0.9785407725321889,No
TRIGONELLINE,7.3004291845493565,0.9785407725321889,No
N-ALPHA-ACETYLLYSINE,7.450643776824034,0.9785407725321889,No
3-METHOXYTYROSINE,7.454935622317596,0.9785407725321889,No
GLUCOSE 6-PHOSPHATE,7.55793991416309,0.9785407725321889,No
STACHYOSE,7.708154506437769,0.9785407725321889,No
SUCCINATE,7.8068669527897,0.9785407725321889,No
3-HYDROXYBENZALDEHYDE,7.978540772532189,0.9785407725321889,No
BETA-ALANINE,8.051502145922747,0.9785407725321889,No
"1-Phenyl-1,2-propanedione",8.626609442060087,0.9785407725321889,No
2-Hydroxy-2-(4-hydroxyphenyl)acetic acid,8.660944206008583,0.9785407725321889,No
INDOXYL SULFATE,8.703862660944205,0.9785407725321889,No
CYTOSINE,9.047210300429185,0.9785407725321889,No
Glucose,9.07725321888412,0.9785407725321889,No
3-Methyl-L-histidine,9.227467811158798,0.9785407725321889,No
"2,5-DIHYDROXYBENZOATE",9.412017167381974,0.9785407725321889,No
L-Methionine sulfoxide,9.6137339055794,0.9785407725321889,No
2-C-methyl-D-erythritol 4-phosphate,9.71244635193133,0.9785407725321889,No
O-ACETYLSERINE,9.71244635193133,0.9785407725321889,No
CYSTATHIONINE,9.729613733905579,0.9785407725321889,No
Arabinose,10.184549356223176,0.9785407725321889,No
DEOXYURIDINE,10.394849785407725,0.9785407725321889,No
DEOXYCYTIDINE,10.523605150214593,0.9785407725321889,No
3-(3-Hydroxyphenyl)propionic acid,10.703862660944205,0.9785407725321889,No
SEROTONIN,10.729613733905579,0.9785407725321889,No
Mannose,10.815450643776824,0.9785407725321889,No
trans-3-Hydroxycinnamic acid,10.901287553648068,0.9785407725321889,No
Leu-Gly,10.978540772532188,0.9785407725321889,No
Ethylsulfuric acid,11.03862660944206,0.9785407725321889,No
N-Acetyl-L-aspartic acid,11.321888412017167,0.9785407725321889,No
PHENYLALANINE,11.36480686695279,0.9785407725321889,No
3-HYDROXYBENZOATE,11.759656652360515,0.9785407725321889,No
QUINATE,11.948497854077253,0.9785407725321889,No
3-NITRO-L-TYROSINE,11.957081545064378,0.9785407725321889,No
Thiolactic acid,12.32618025751073,0.9785407725321889,No
2-Aminoadipic acid,12.858369098712446,0.9785407725321889,No
HOMOCYSTINE,12.905579399141631,0.9785407725321889,No
4-PYRIDOXATE,13.060085836909872,0.9785407725321889,No
Choline glycerophosphate,13.167381974248928,0.9785407725321889,No
METHYL GALACTOSIDE,13.21030042918455,0.9785407725321889,No
Alpha-Ketoglutaric acid,13.407725321888412,0.9785407725321889,No
Galactonate,13.759656652360515,0.9785407725321889,No
ALLANTOIN,13.836909871244636,0.9785407725321889,No
Malic acid,13.987124463519313,0.9785407725321889,No
Malonic acid,14.07725321888412,0.9785407725321889,No
Threonic acid,14.167381974248928,0.9785407725321889,No
2-Methyl-4-pentenoic acid,14.180257510729614,0.9785407725321889,No
Sorbose,14.291845493562231,0.9785407725321889,No
2-OXOADIPATE,14.553648068669528,0.9785407725321889,No
1-Kestose,14.57510729613734,0.9785407725321889,No
6-Oxo-2-piperidinecarboxylic acid,14.987124463519313,0.9785407725321889,No
KETOLEUCINE,15.042918454935622,0.9785407725321889,No
5-Keto-D-gluconic acid,15.321888412017167,0.9785407725321889,No
THYMIDINE,15.321888412017167,0.9785407725321889,No
"3,5-Dimethoxyphenol",15.65236051502146,0.9785407725321889,No
XANTHOSINE,16.48497854077253,0.9785407725321889,No
2-Hydroxy-3-(4-hydroxyphenyl)-2-propenoic acid,16.630901287553648,0.9785407725321889,No
3-Hydroxy-2-methyl-4-pyrone,17.30472103004292,0.9785407725321889,No
"2,6-DIHYDROXYPYRIDINE",17.587982832618025,0.9785407725321889,No
RHAMNOSE,17.613733905579398,0.9785407725321889,No
10-HYDROXYDECANOATE,17.660944206008583,0.9785407725321889,No
Fructose,17.69527896995708,0.9785407725321889,No
Sucrose,18.339055793991417,0.9785407725321889,No
4-HYDROXYBENZALDEHYDE,18.51502145922747,0.9785407725321889,No
N-ACETYLGLUTAMATE,18.86266094420601,0.9785407725321889,No
2-HYDROXY-4-(METHYLTHIO)BUTANOATE,18.952789699570815,0.9785407725321889,No
"1,6-Anhydro-beta-D-glucose",19.678111587982833,0.9785407725321889,No
GALACTARATE,19.763948497854077,0.9785407725321889,No
3-(1H-indol-3-yl)-propionic acid,20.4206008583691,0.9785407725321889,No
ACETOACETATE,20.48068669527897,0.9785407725321889,No
TYROSINE,20.751072961373392,0.9785407725321889,No
ASPARTATE,21.321888412017167,0.9785407725321889,No
"2,6-Dihydroxybenzoic acid",22.218884120171673,0.9785407725321889,No
Anserine,22.673819742489272,0.9785407725321889,No
PYROGLUTAMATE,23.012875536480685,0.9785407725321889,No
N-ACETYLASPARAGINE,24.901287553648068,0.9785407725321889,No
CYTIDINE,25.65665236051502,0.9785407725321889,No
"1,5-Anhydro-D-sorbitol",25.935622317596568,0.9785407725321889,No
Cystine,26.665236051502145,0.9785407725321889,No
TREHALOSE,26.96137339055794,0.9785407725321889,No
2-Hydroxy-2-methylbutyric acid,27.369098712446352,0.9785407725321889,No
N-Acetyl-L-tyrosine,27.48068669527897,0.9785407725321889,No
DIHYDROURACIL,27.510729613733904,0.9785407725321889,No
Uric acid,27.532188841201716,0.9785407725321889,No
